,Unnamed: 0,obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,country,longitude,latitude,tags,brewery_id,average_rating,num_of_ratings,num_of_beers,total_check_ins,unique_user_check_ins,last_four_week_check_ins,brewery_desc,brewery
3436,12,ferus-artisan-ales-trussville,Ferus Artisan Ales,planning,,,,Trussville,Alabama,,35173-1480,,2053680240.0,United States,-86.6084342,33.619626600000004,,https://untappd.com/brewery/407919,3.898,9778.0,84.0,12330,4096,257,Show Less,Ferus_Artisan_Ales
3437,13,folklore-brewing-dothan,Folklore Brewing,micro,153 Mary Lou Ln,,,Dothan,Alabama,,36301-9521,http://www.folklorebrewing.com,3347022337.0,United States,,,,https://untappd.com/brewery/88591,3.7089999999999996,15669.0,167.0,21253,7149,138,"Built on our old family farm that was purchased in 1962, Folklore Brewing & Meadery became the first ""packaging brewery"" in Dothan since the Prohibition era. With our obscure location, the brewery feels much like a speakeasy in the back woods of South Alabama, creating a vibe that's been delightfully described as ""having a beer in a buddy's backyard."" Folklore Brewing is based around cherishing Alabama's stories, or ""Folklore."" Wives tales, tall tales, stories from our youth–it's about preserving and passing on our heritage to the next generations. Our creative outlet is beer, but our reach extends to all parts of our community: charities, animal rescue's, military veterans, and taking care of our fellow man is why our mantra has become, ""It's the Beer That Binds Us."" Our beer recipes have been developed for over a decade, and that keeps the good friends and loved ones coming back to relax, sit on the front porch and listen to our favorite Folk, Americana & Bluegrass music with a pint of Southern craft Folklore beer. Show Less",Folklore_Brewing
3438,14,ghost-train-brewing-co-birmingham,Ghost Train Brewing Co,micro,2616 3rd Ave S,,,Birmingham,Alabama,,35233-2619,http://www.ghosttrainbrewing.com,2053702487.0,United States,-86.79406151,33.51415935,,https://untappd.com/brewery/206696,3.7889999999999997,48358.0,351.0,63709,19691,460,Show Less,Ghost_Train_Brewing_Co
3439,15,goat-island-brewing-cullman,Goat Island Brewing,micro,1646 A John H Cooper Drive,,,Cullman,Alabama,,35055,http://www.goatislandbrewing.com,2565909081.0,United States,,,,https://untappd.com/brewery/262751,3.747,18253.0,39.0,26400,11770,283,"On the day of April 27th, 2011, Cullman, Alabama was turned upside down. While devastation hit hard, something was brewing in the midst of destruction. An old high school friendship rekindled and the passion for making good beer was sparked. Our two brew masters had a solid reputation of homebrewing, designing new beers, and perfecting the American and German classics. When the two began to collaborate and brew together, magic happened and the synergy took their beer recipes to a new level. You could call it a true brewmance (bromance with brews). Behind the scenes stood the rest of the brew crew. Disguised as a rocket scientist, a geologist, an insurance agent, and a cop, these four beer connoisseurs came together and decided it was time to share the love with others. What started out as a simple fantasy was in the process of becoming reality. New beer was invented, dreams were fueled, and plans were made to birth something this town had never seen since the 1800s: a craft brewery. Goat Island Brewing was established in early 2015 on a foundation of friendship and a firm belief that it is never too late to go after your dream. So before you begin to cast your judgement, these old goats know good beer and invite you to experience with them how “Life is too short to drink baaad beer!” Show Less",Goat_Island_Brewing
3440,16,good-people-brewing-co-birmingham,Good People Brewing Co,micro,114 14th St S,,,Birmingham,Alabama,,35233-1415,http://www.goodpeoplebrewing.com,6154984165.0,United States,-86.81217995,33.50759461,,https://untappd.com/brewery/2811,3.742,152166.0,241.0,236830,78385,687,"All we set out to do was make good beer to share with our friends. We never imagined that our passion for brewing would become a business. But, thousands of hours, hundreds of hiccups, two abandoned day jobs, and one business license later, Good People Brewing Company was born, with the sale of our first keg on July 4, 2008, in our hometown of Birmingham, Alabama. And, so far, so good. Our offerings now include five year-round brews, four seasonals, and an occasional one-off. Good People is now enjoyed by folks in Alabama and Tennessee, most of whom we don’t actually know yet. And, according to BeerAdvocate, a leading voice in the beer community, the four highest-rated beers in the South are ours. We’re honored that people seem to think we know what we’re doing. See what you think. Give us a try. Show Less",Good_People_Brewing_Co
3441,17,green-bus-brewing-huntsville,Green Bus Brewing,brewpub,206 Eustis Ave SE,,,Huntsville,Alabama,,35801-4233,http://www.greenbusbrewing.com,2569902477.0,United States,-86.58405136,34.73010503,,https://untappd.com/brewery/111868,3.73,8932.0,181.0,12026,2680,97,"GBB is located in beautiful downtown Huntsville, AL. We are a small batch nano-brewery. Our beer is only available in the tap room. Show Less",Green_Bus_Brewing
3442,18,innerspace-brewing-company-huntsville,InnerSpace Brewing Company,micro,2414 Clinton Ave W,,,Huntsville,Alabama,,35805-3014,http://www.innerspacebrewing.com,2564895599.0,United States,-86.59320140000001,34.7277523,,https://untappd.com/brewery/367344,3.762,6639.0,116.0,8684,2610,124,"Family owned and operated local Micro-brewery located in Huntsville, the star of Alabama...brewing small batch, low gravity beers with a focus on farmhouse ales. Embracing the space, sci-fi and fantasy culture of our great city. Show Less",InnerSpace_Brewing_Company
3443,19,old-black-bear-brewing-madison,Old Black Bear Brewing,micro,208 Main St,,,Madison,Alabama,,35758-1813,,2568504639.0,United States,-86.74922409,34.69329345,,https://untappd.com/brewery/15520,3.636,13883.0,74.0,20100,7390,132,Madison Alabama's premier craft brewery. Our food is great too! Show Less,Old_Black_Bear_Brewing
3444,20,old-majestic-brewing-company-mobile,Old Majestic Brewing Company,planning,,,,Mobile,Alabama,,36602-2404,,2514347387.0,United States,-88.04305409999999,30.6943566,,https://untappd.com/brewery/452378,3.554,2409.0,81.0,3052,1004,161,Show Less,Old_Majestic_Brewing_Company
3445,21,red-clay-brewing-company-opelika,Red Clay Brewing Company,micro,704 N Railroad Ave,,,Opelika,Alabama,,36801-4344,http://www.redclaybrewingcompany.com,3347375409.0,United States,-85.37875418,32.64939542,,https://untappd.com/brewery/121860,3.628,11230.0,69.0,14070,5974,215,Show Less,Red_Clay_Brewing_Company
3446,22,red-hills-brewing-co-birmingham,Red Hills Brewing Co,micro,2823 Central Ave Ste 107,,,Birmingham,Alabama,,35209-2581,http://www.redhillsbrew.com,2055822897.0,United States,,,,https://untappd.com/brewery/257907,3.615,6476.0,0.0,8182,3662,0,"We take beer seriously. Not much else. We know your free time is important, spend it relaxing with friends in our taproom or think of us when ordering a drink at your local watering hole. Show Less",Red_Hills_Brewing_Co
3447,23,rocket-republic-brewing-company-madison,Rocket Republic Brewing Company,micro,289 Production Ave,,,Madison,Alabama,,35758-8991,http://www.rocketrepublicbrewing.com,2563254677.0,United States,-86.77401733,34.6728014,,https://untappd.com/brewery/64485,3.782,25738.0,228.0,39769,10105,95,"Brewed in Madison, Alabama. Show Less",Rocket_Republic_Brewing_Company
3448,24,salty-nut-brewery-huntsville,Salty Nut Brewery,micro,2406 Clinton Ave W,,,Huntsville,Alabama,,35805-3014,http://www.saltynutbrewery.com,2567138877.0,United States,-86.59320140000001,34.7277523,,https://untappd.com/brewery/13995,3.74,15015.0,147.0,22647,6047,107,Show Less,Salty_Nut_Brewery
3449,25,serda-brewing-company-mobile,Serda Brewing Company,micro,600 Government St,,,Mobile,Alabama,,36602-1720,http://www.serdabrewing.com,2519299349.0,United States,-88.04938713,30.687956300000003,,https://untappd.com/brewery/80041,3.6069999999999998,10550.0,0.0,12967,4789,6,"Located in the heart of downtown Mobile, AL, Serda Brewing is the first brewery in Mobile since prohibition. Founded in 2017, Serda Brewing brews German style beers with American craft beer flair. Show Less",Serda_Brewing_Company
3450,26,siluria-brewing-company-alabaster,Siluria Brewing Company,planning,,,,Alabaster,Alabama,,35007-8501,http://www.siluriabrewing.com,2054827661.0,United States,-86.8163773,33.244281300000004,,https://untappd.com/brewery/412074,3.596,1646.0,31.0,2052,506,41,"Siluria Brewing Company, LLC, is the idea of an Army Veteran and his wife, a Dental Hygienist. The brewery is located in Alabaster, Alabama and provides an atmosphere that reflects the history of Siluria/Alabaster, Alabama. We are avid fans of craft beer that could never find a local establishment that truly reflects the town that we call home. After giving home-brewing a shot, we decided to take a leap of faith to provide Alabaster with its own craft beer. Our vision is to promote the sheer fun of craft brewing with a local flair. Show Less",Siluria_Brewing_Company
3451,27,straight-to-ale-huntsville,Straight to Ale,micro,2610 Clinton Ave W,,,Huntsville,Alabama,,35805-3046,http://www.straighttoale.com,2566039096.0,United States,-86.59320140000001,34.7277523,,https://untappd.com/brewery/1739,3.75,155796.0,658.0,228065,62345,812,"Founded by local home brewers in 2009, Straight to Ale has quickly grown to become one of Alabama’s largest production breweries. In the summer of 2016 we opened our new 55,000 square foot facility at Campus 805, reclaiming a long vacant Middle School campus on the edge of downtown Huntsville and turning it into a thriving community of breweries, bars, restaurants, and local shops. At this new location, we expanded to include cider and mead production along with distilled spirits (Shelta Cavern Spirits), a scratch made kitchen (Ale’s Kitchen), a pinball arcade and pool room (Ronnie Rayguns). You can visit our Campus 805 location Monday – Saturday from 11 am until 10 or 11 pm, Sundays 11 am – 8 pm. Show Less",Straight_to_Ale
3452,28,tallulah-brewing-company-jasper,Tallulah Brewing Company,micro,1804 4th Ave S,,,Jasper,Alabama,,35501-5330,,2055308555.0,United States,-87.278675,33.830796,,https://untappd.com/brewery/365429,3.592,2395.0,82.0,2934,1250,73,"Stop us if you've heard this one; ""a Chief, a Mayor, and some guys in the fastener industry walk into the brewing business.""
​
Seriously, that's our story. Three guys from the fasteners business, one guy from municipal government, one retired and one current member of the United States Air Force, and just to make sure we all stay on track, we threw in a retail manager.
​
We share a passion for craft beer, and we make some really good stuff. Come by and see us, maybe we can tell you an even better story after we've had a few! Show Less",Tallulah_Brewing_Company
3453,29,trim-tab-brewing-birmingham,Trim Tab Brewing,micro,2721 5th Ave S,,,Birmingham,Alabama,,35233-3401,http://www.trimtabbrewing.com,2057030536.0,United States,-86.79140006,33.51284923,,https://untappd.com/brewery/66716,3.9219999999999997,173812.0,726.0,225357,56349,2307,"We craft beers of balance and celebrate the small, unassuming sources that create large-scale positive change - the trim tab. Boom.
Whats a trim tab you say? Look no further than the words of a genius published in a 1972 Playboy.....
“Something hit me very hard once, thinking about what one little man could do. Think of the Queen Mary [an ocean liner]— the whole ship goes by and then comes the rudder. And there's a tiny thing at the edge of the rudder called a trim tab.
It's a miniature rudder. Just moving the little trim tab builds a low pressure that pulls the rudder around. Takes almost no effort at all.
So I said that the little individual can be a trim tab. Society thinks it's going right by you, that it's left you all together. But if you're doing dynamic things mentally, the fact is that you can just put your foot out like that and the whole big ship of state is going to go.
So I said, call me Trim Tab.”
Small actions - Huge positive impact. We champion that concept and the ways it occurs throughout our world, through each of us. We are proud to call ourselves Alabama brewers. We are Trim Tab Brewing. Show Less",Trim_Tab_Brewing
3454,30,twisted-barley-brewing-company-jasper,Twisted Barley Brewing Company,micro,520 19th St W,,,Jasper,Alabama,,35501-5351,,2052653253.0,United States,-87.28338000000001,33.832359000000004,,https://untappd.com/brewery/358469,3.753,1181.0,77.0,1469,518,6,"To be the provider of choice for locally brewed ales and lagers, using the highest quality ingredients from around the world, and also locally sourced. Show Less",Twisted_Barley_Brewing_Company
3455,0,accomplice-beer-company-cheyenne,Accomplice Beer Company,brewpub,115 W 15th St,,,Cheyenne,Wyoming,,82001-4564,http://www.accomplicebeer.com,3076322337.0,United States,-104.819296,41.130063,,https://untappd.com/brewery/288658,3.6319999999999997,12883.0,74.0,15183,5018,124,"The Accomplice Beer Company was founded on the belief that great craft beer should be complimented with excellent food and customer service. This dedication to our customers is the foundation of our uncompromising pursuit to make the perfect pint. At the Accomplice, we aim to proudly carry on the 10,000-year-old craft of making beer using only pure water, farm-grown barley, the best hops, and select yeasts.
Our mission is to enhance the craft beer experience through interactive education and the application of knowledge; resulting in an outstanding draught that stands the test of time. We live and breathe craft beer and we enjoy sharing our passion with our customers. Show Less",Accomplice_Beer_Company
3456,1,altitude-chophouse-and-brewery-laramie,Altitude Chophouse and Brewery,brewpub,320 S 2nd St,,,Laramie,Wyoming,,82070-3612,http://www.altitudechophouse.com,3077214031.0,United States,-105.5953366,41.31038565,,https://untappd.com/brewery/6184,3.642,8214.0,78.0,10265,2901,25,"Ales, Lagers and Belgian styled brews highlight this award winning brewhouse. The three headed monster Nathan Venner, Jared Long, and now Jesse Brown (the past three head brewers) all agree on this brewing philosophy, produce dry, drinkable beers. You will find west coast IPA's, ester-forward Belgian brews, and German Lagers dominate the seasonal list year round. Come on in and experience the brews for yourself, courtesy of the head brewer Patrick Root. Show Less",Altitude_Chophouse_and_Brewery
3457,2,bitter-creek-brewing-co-rock-springs,Bitter Creek Brewing Co,brewpub,604 Broadway St,,,Rock Springs,Wyoming,,82901-6348,http://www.bittercreekbrewing.com,3073624782.0,United States,-109.2181243,41.58683904,,https://untappd.com/brewery/3937,3.395,2949.0,24.0,3408,1300,22,"Established in 1997, our brewpub offers a pleasant dining experience nestled within historic downtown Rock Springs. Our legendary microbrews and exclusive wine selection combine with a delectable menu of finest ingredients. Our brew pub ambiance is casual, family friendly, and always smoke-free. Show Less",Bitter_Creek_Brewing_Co
3458,3,black-tooth-brewing-co-sheridan,Black Tooth Brewing Co,micro,312 Broadway St,,,Sheridan,Wyoming,,82801-3917,http://www.blacktoothbrewingcompany.com,3076752337.0,United States,-106.953506,44.80089512,,https://untappd.com/brewery/8057,3.68,46891.0,145.0,62972,26926,360,"Great beer in Wyoming!?... Really? YEAH. Internationally award winning beers made in the heart of Cowboy Country. Don't think, just ""Drink the West"" Show Less",Black_Tooth_Brewing_Co
3459,4,coal-creek-tap-laramie,Coal Creek TAP,micro,108 E Grand Ave,,,Laramie,Wyoming,,82070-3638,http://www.coalcreektap.com,3074609556.0,United States,-105.59521840000001,41.31105578,,https://untappd.com/brewery/115246,3.687,6867.0,161.0,8521,2153,40,Show Less,Coal_Creek_TAP
3460,5,cowboy-state-brewing-glenrock,Cowboy State Brewing,micro,316 S Birch St,,,Glenrock,Wyoming,,82637,,3077971224.0,United States,,,,https://untappd.com/brewery/380400,3.495,740.0,9.0,899,568,21,Show Less,Cowboy_State_Brewing
3461,6,danielmarks-brewing-company-cheyenne,Danielmark's Brewing Company,micro,209 E 18th St,,,Cheyenne,Wyoming,,82001-4507,http://www.danielmarksbrewing.com,4024508044.0,United States,-104.8139377,41.13534815,,https://untappd.com/brewery/260049,3.6039999999999996,3299.0,61.0,4047,1238,20,Show Less,Danielmark_s_Brewing_Company
3462,7,freedoms-edge-brewing-cheyenne,Freedom's Edge Brewing,micro,1509 Pioneer Ave,,,Cheyenne,Wyoming,,82001,http://www.freedomsedgebrewing.com,3075145314.0,United States,-104.8169561,41.13122969,,https://untappd.com/brewery/26105,3.6010000000000004,9667.0,254.0,11795,3174,30,"UNDER NEW OWNERSHIP!
Freedom’s Edge Brewing Company has been brewing up tasty craft beer in the heart of downtown Cheyenne since 2012 making us the oldest operating brewery in the Capital City. As of February 2020 we are proud to say we are under NEW OWNERSHIP, officially making FEBC a locally owned and operated brewery. Joel Emerick & Eric Kilmer are grateful for our business past and now they’re ready to make history taking FE to the next level where their passion for building within the community will truly shine; building new recipes, new relationships and new memories.
As always, our brewery is dog & kiddo friendly, so bring the whole fam damily down for a good time! From our family to yours, we invite you to spend a few hours with us enjoying some of Cheyenne’s finest craft brews. Show Less",Freedom_s_Edge_Brewing
3463,8,gillette-brewing-company-gillette,Gillette Brewing Company,brewpub,301 S Gillette Ave,,,Gillette,Wyoming,,82716-3705,http://www.gillettebrewingcompany.com,3076708948.0,United States,-105.5036145,44.29203825,,https://untappd.com/brewery/71193,3.377,1997.0,61.0,2399,901,0,Show Less,Gillette_Brewing_Company
3464,9,gruner-brothers-brewing-casper,Gruner Brothers Brewing,planning,,,,Casper,Wyoming,,82601-1335,http://www.grunerbrewing.com,3073335110.0,United States,,,,https://untappd.com/brewery/413142,3.6689999999999996,4307.0,23.0,5309,2448,101,"WYOMING BEER, FOR WYOMING PEOPLE.
We are Ben and Daron Gruner and we invite you to come enjoy our handcrafted beer. As brothers growing up and working in Wyoming, we know how great this state is. It has made us who we are, hardworking, dedicated, and slightly wind-blown. We appreciate the simple things in life and believe our state is unique and its beer should be too. Whether you live here or you come here to play, you obviously get it. After a hard day’s work or play, you will love our crisp, refreshing craft beers. We aren’t superheroes…
we are just two brothers making great beer. CHEERS! Show Less",Gruner_Brothers_Brewing
3465,10,headstrong-brewery-douglas,HeadStrong Brewery,micro,126 N 3rd St,,,Douglas,Wyoming,,82633-2163,http://www.headstrongbrewery.com,3073514061.0,United States,-105.38420829999998,42.76025521,,https://untappd.com/brewery/200711,3.614,439.0,26.0,635,262,0,Show Less,HeadStrong_Brewery
3466,11,lander-brewing-co-lander,Lander Brewing Co,brewpub,148 Main St,,,Lander,Wyoming,,82520-3126,http://www.landerbrewing.com,3073328227.0,United States,-108.73931599999999,42.8348632,,https://untappd.com/brewery/18653,3.614,4876.0,126.0,6132,2914,12,"The Lander Brewing Company is one of the premier microbreweries in the Rocky Mountain region. Its popular lineup of refreshing, handcrafted, made-from-scratch microbrews includes beers that have won awards at the Great American Beer Festival, the World Beer Cup and other competitions.
The brewery is committed to employing top-shelf brew masters, using only the finest ingredients from around the world, producing small-town beers with a world-class taste, and celebrating the unique, local character of Wyoming’s Lander Valley.
LBCo is NOT the same company as the Lander bar/Gannet Grill, however they do carry many of our beers. Show Less",Lander_Brewing_Co
3467,12,library-sports-grill-and-brewery-laramie,Library Sports Grill and Brewery,brewpub,201 E Custer St,,,Laramie,Wyoming,,82070-3633,http://laramie.librarysportsgrille.com,3077420500.0,United States,-105.5947118,41.3093843,,https://untappd.com/brewery/14153,3.5669999999999997,5447.0,127.0,6645,2214,5,"The Library Sports Grille and Brewery is one of Wyoming's oldest brewpubs. What began as The Library Restaurant and Brewing Company, the Library changed ownership in February 2008 and location in March 2013.
The brewery was originally licensed for operation December 6, 1994. The first brewhouse was a 4 barrel (124 gallon) system with 16 barrels of fermenting capacity. The new 201 East Custer Street brewhouse features a 15 barrel system with 45 barrels of fermenting capacity. All of our beer is unfiltered and most styles are conditioned in kegs. Industrial brewing ingredients like corn sugar, rice sugar or fruit syrup extracts are not used in our process.
Our pub and grille offers a casual, sports bar atmosphere with big screen televisions so you don't miss your favorite team. The menu features an array of pub food at affordable prices. Look for our daily happy hour, food and drink specials. Onsite and offsite catering is one of our specialties - give us a call to plan your next event. Show Less",Library_Sports_Grill_and_Brewery
3468,13,luminous-brewhouse-sheridan,Luminous Brewhouse,micro,504 Broadway St,,,Sheridan,Wyoming,,82801-3619,http://www.luminousbrewhouse.com,,United States,-106.95348600000001,44.80297173,,https://untappd.com/brewery/96737,3.6839999999999997,4639.0,95.0,5669,1740,34,"Loving our new location at 504 Broadway St, Sheridan, WY! A family friendly Taproom and our beer throughout the Sheridan area. Stop by and check us out or ask for Luminous beer around town. Cheers! Show Less",Luminous_Brewhouse
3469,14,melvin-brewing-alpine,Melvin Brewing,regional,624 County Road 101,,,Alpine,Wyoming,,83128-0314,http://www.melvinbrewing.com,3076540426.0,United States,,,,https://untappd.com/brewery/99478,3.925,409328.0,572.0,533884,183040,2196,"Melvin Brewing was born in the back of a Thai restaurant in 2009, when owner Jeremy Tofte decided to bring beers from the future to Jackson, WY. Our 20 gallon brew system quickly grew into a 3 barrel system, and we served our award-winning beers — the original Melvin IPA, 2x4 Double IPA, and Ch-Ch-Ch-Cherry Bomb — with sides of Asian street food, kung fu movies and old school hip hop.
After winning Small Brewpub of the Year at GABF 2015, we opened a 30 barrel production facility 45 minutes away in Alpine, WY (pop 750) with the awesome help of the people of Wyoming. Shortly thereafter, we went on to win Brewing Group of the Year at GABF 2017.
Embracing the chaos and riding the wave, Melvin Brewing is now ready to take its world class beers on a worldwide tour, via our lifted border patrol Melvin bus.
Remember: if your beer is not madness, it’s not beer. Show Less",Melvin_Brewing
3470,15,mishap-brewing-company-buffalo,Mishap! Brewing Company,micro,48 S Main St,,,Buffalo,Wyoming,,82834-1823,http://www.mishapbrewing.com,3076205688.0,United States,-106.69850120000001,44.34570009,,https://untappd.com/brewery/54305,3.4939999999999998,1990.0,0.0,2430,999,0,Closed indefinitely in May 2019. Show Less,Mishap_Brewing_Company
3471,16,pat-ohara-brewing-company-cody,Pat O'Hara Brewing Company,brewpub,1019 15th St,,,Cody,Wyoming,,82414-3721,,3075865410.0,United States,-109.058375,44.52678265,,https://untappd.com/brewery/124615,3.305,1521.0,14.0,1701,1222,6,"Opened four years ago as the dream of a husband and wife team, our owners wanted to provide both a new and different dining atmosphere for their community. Dedicated to that mission ever since, Pat O’Hara Brewing Co. offers locally brewed craft beer and amazing Irish pub favorites that instantly makes them like no other establishment around. Our staff is both welcoming and friendly, and deliver the most outstanding customer service day in and day out making sure you always have a great time.
We enjoy being different from other experiences, and yet familiar to those that call our place home. Come in and see why every day here is filled with great food, great beer, and great memories that will last a lifetime! Show Less",Pat_O_Hara_Brewing_Company
3472,17,roadhouse-brewing-company-jackson,Roadhouse Brewing Company,micro,1225 Gregory Ln,,,Jackson,Wyoming,,83001-9433,http://www.roadhousebrewery.com,3072641900.0,United States,-110.7963199,43.46346041,,https://untappd.com/brewery/364009,3.7310000000000003,52482.0,279.0,63373,30427,683,Show Less,Roadhouse_Brewing_Company
3473,18,sheridan-brewing-company-sheridan,Sheridan Brewing company,planning,,,,Sheridan,Wyoming,,82801,,,United States,,,,https://untappd.com/brewery/174663,0.0,5.0,1.0,6,6,0,Show Less,Sheridan_Brewing_company
3474,19,snake-river-brewing-co-jackson,Snake River Brewing Co,micro,265 S Millward St PO Box 3317,,,Jackson,Wyoming,,83001-8582,http://www.snakeriverbrewing.com,3077392337.0,United States,,,,https://untappd.com/brewery/4876,3.667,92563.0,251.0,118574,49473,240,Wyoming's oldest and most awarded small brewery. We've been brewing great beer for over 25 years. Show Less,Snake_River_Brewing_Co
3475,20,snowy-mountain-brewery-saratoga,Snowy Mountain Brewery,brewpub,601 E Pic Pike Rd,,,Saratoga,Wyoming,,82331,,8005940178.0,United States,,,,https://untappd.com/brewery/13214,3.4960000000000004,2767.0,72.0,3288,1389,30,"The Snowy Mountain Brewery is located in the beautiful Saratoga, Wyoming and is the anchor brewpub for the Saratoga Resort and Spa. The microbrewery, which boasts 8-10 different craft beers on tap, plus seasonal beers, is one of the fastest growing breweries in Wyoming and surrounding states.
The name “Snowy Mountain” is fitting for the brewery as it sits adjacent the majestic Snowy Range mountains. These mountains are a favorite among outdoor enthusiasts for their scenic alpine hiking, mountain biking and snowmobile trails.
Show Less",Snowy_Mountain_Brewery
3476,21,square-state-brewing-rock-springs,Square State Brewing,micro,422 S Main St,,,Rock Springs,Wyoming,,82901,,3073626159.0,United States,-109.22064040000001,41.58624714,,https://untappd.com/brewery/393501,3.804,998.0,117.0,1252,370,17,"Square State Brewing Company is a craft brewery focused on designing and brewing creative, refreshing, and unique craft beers. Show Less",Square_State_Brewing
3477,22,stillwest-brewery-and-grill-jackson,StillWest Brewery & Grill,planning,,,,Jackson,Wyoming,,83001-8668,,2566948187.0,United States,,,,https://untappd.com/brewery/405978,3.5660000000000003,4408.0,36.0,4986,1876,10,"At StillWest we elevate the Western experience — with open‐air, mountainside dining on our patio that overlooks Snow King Mountain and brewhouse‐facing bar that’s the focal point of our restaurant.
We serve artfully crafted beers to menus made from scratch and sourced from local purveyors, seasonal, inspired cocktails, top‐notch wine and spirits and a warm welcome like you’re a guest in our home. Show Less",StillWest_Brewery_Grill
3478,23,ten-sleep-brewing-company-ten-sleep,Ten Sleep Brewing Company,micro,2549 Hwy 16,,,Ten Sleep,Wyoming,,82442,http://www.tensleepbrewingco.com,3073662074.0,United States,,,,https://untappd.com/brewery/93476,3.668,5247.0,24.0,6769,3555,33,"Ten Sleep Brewing Company features a 7 BBL stainless brew house in a beautiful rural setting. We produce high quality craft beer in a variety of flavors, and feature a tap room on site where locals and visitors come to view brewery operations while enjoying a pint. We believe TSBC is the first brewery in a barn in Wyoming. Show Less",Ten_Sleep_Brewing_Company
3479,24,wyold-west-brewing-company-powell,WYOld West Brewing Company,brewpub,221 N Bent St,,,Powell,Wyoming,,82435-2335,http://www.wyoldwest.com,3077646200.0,United States,-108.75748130000001,44.75451993,,https://untappd.com/brewery/255003,3.6260000000000003,2443.0,38.0,2870,965,20,"WYOld West Brewing Company features goods from Wyoming's sun-kissed harvest. Two locations - one in the heart of downtown Powell, Wyoming and a self-serve taproom in Cody, Wyoming! Show Less",WYOld_West_Brewing_Company
3480,0,1840-brewing-company-milwaukee,1840 Brewing Company,micro,342 E Ward St,,,Milwaukee,Wisconsin,,53207-1348,http://www.1840brewing.com,4142364056.0,United States,-87.90606942,43.00436242,,https://untappd.com/brewery/355898,4.1,64884.0,210.0,80789,11317,1728,Milwaukee's urban farmhouse brewery. #drinkslowbeer Show Less,1840_Brewing_Company
3481,1,3-sheeps-brewing-co-sheboygan,3 Sheeps Brewing Co,micro,1837 North Ave,,,Sheboygan,Wisconsin,,53083-4620,http://www.3sheepsbrewing.com,9209469715.0,United States,-87.73006524,43.77384561,,https://untappd.com/brewery/27118,3.847,296854.0,423.0,397585,88143,4159,"Established in 2012, 3 Sheeps Brewing Co. is a packaging brewery out of Sheboygan, WI. We have an aversion to doing things the way they’ve always been done. We prefer to set our sights on something once thought impossible, and bury ourselves in scientific process until we achieve it. We're equal parts creativity and scientific process. Experimentation and balance. Heart & Science.
Brewery/Taproom
1837 North Ave
Sheboygan, WI 53083
United States Show Less",3_Sheeps_Brewing_Co
3482,2,608-brewing-company-la-crosse,608 Brewing Company,planning,,,,La Crosse,Wisconsin,,54603,http://www.608brewingcompany.com,,United States,,,,https://untappd.com/brewery/228374,4.104,47098.0,315.0,57065,7815,1254,"608 Brewing Company is a veteran owned and operated, independent craft brewery in La Crosse, Wisconsin. We have a 7 barrel brewing system and take pride in brewing all of our beers in house.
Our taproom is a comfortable, open concept environment with both inside and outside seating. Guests are welcome to bring their pets to accompany them on our outside patio. We do not serve food, but have a few snack items available. We encourage our guests to order in or bring a picnic.
Taproom & TO GO Hours: Monday - Wednesday: 3pm-9pm, Thursday: 3pm-10pm, Friday & Saturday: Noon-11pm, Sunday: Noon-7pm.
We are proud to provide a wide assortment of flavor profiles, constantly giving our customers a variety of craft beer. We hope you enjoy our brews! Cheers. Show Less",608_Brewing_Company
3483,3,841-brewhouse-whitewater,841 Brewhouse,brewpub,841 E Milwaukee St,,,Whitewater,Wisconsin,,53190-2126,,2624738000.0,United States,-88.71427344,42.8323014,,https://untappd.com/brewery/191709,3.324,1689.0,17.0,1986,822,10,"We currently offer a Wheat, Amber, IPA and a Stout beer that we brew ourselves!
Our 12 tap system always has 4 taps designated to our beers.
Our Festival Beer and Rye should be coming shortly! Show Less",841_Brewhouse
3484,4,8th-street-ale-haus-sheboygan,8th Street Ale Haus,brewpub,1132 N 8th St,,,Sheboygan,Wisconsin,,53081-3402,http://www.sheboyganalehaus.com,9202087540.0,United States,-87.71305702,43.75674392,,https://untappd.com/brewery/53594,3.847,6916.0,149.0,9227,2516,23,"The Sheboygan Beer Company is a small independent craft brewery. Attached to 8th Street Ale Haus, this brewpub features a tap room and also a bottle shop. It is a great craft beer oasis Show Less",8th_Street_Ale_Haus
3485,5,ahnapee-brewery-algoma,Ahnapee Brewery,micro,N9153 Cherry Tree Rd Apt 4,,,Algoma,Wisconsin,,54201-9501,http://www.ahnapeebrewery.com,9202178527.0,United States,,,,https://untappd.com/brewery/71316,3.79,44824.0,33.0,59489,15630,496,"Our original two stall garage turned taproom is in Algoma, WI and features 8 tap lines, a cozy taproom and a beautiful view of the Ahnapee River and Lake Michigan. Our brewery recently moved to Suamico, WI and allowed us to have a second taproom there. In Suamico we have a four-stall garage taproom, 16 craft beers on tap. Show Less",Ahnapee_Brewery
3486,6,ale-asylum-madison,Ale Asylum,regional,2002 Pankratz St,,,Madison,Wisconsin,,53704-4024,http://www.aleasylum.com,6086633926.0,United States,-89.35416285,43.12046815,,https://untappd.com/brewery/20,3.707,347447.0,73.0,502184,120279,734,"ALE ASYLUM is unfiltered and all natural. This is what we mean when we say our beer is FERMENTED IN SANITY. You know who makes it, you know what it’s made with. Show Less",Ale_Asylum
